vehicles,vehicle_quantities,vehicle_costs,vehicle_ranges,vehicle_speeds,total_requests,completed,dropped,impossible,pax_volume,average_wait,max_wait,average_duration,average_distance,availability,pax_max,utility,fleet_cost
"['B1, E1, G2, K3', 'C1, P2, G1, M2, A3']","[40, 16]","[3700.0, 37811]","[12.87995878413189, 527.4261603375528]","[9.704251386321626, 38.230475150191154]",1790,1732,0,58,2035,0.007471964960386108,1.1929459632309758,6.558743468608207,1.485570682350894,0.9664804469273743,176,0.9795939598544823,752976.0
"['B1, E1, G2, K3', 'C1, P2, G1, M2, A3']","[40, 18]","[3700.0, 37811]","[12.87995878413189, 527.4261603375528]","[9.704251386321626, 38.230475150191154]",1790,1732,0,58,2035,0.004728521612334595,0.888124505407113,6.469529660858439,1.485570682350894,0.9675977653631285,177,0.9803828915151389,828598.0
"['B1, E1, G2, K3', 'C1, P2, G1, M2, A3']","[40, 20]","[3700.0, 37811]","[12.87995878413189, 527.4261603375528]","[9.704251386321626, 38.230475150191154]",1790,1732,0,58,2035,0.0010758307587120962,0.5549407490669722,6.376965136907398,1.485570682350894,0.9675977653631285,176,0.9798956759331265,904220.0
"['B1, E1, G2, K3', 'C1, P2, G1, M3, A3']","[40, 8]","[3700.0, 41661]","[12.87995878413189, 519.2107995846313]","[9.704251386321626, 40]",1790,1705,27,58,1997,2.3608824515779254,9.998421309958445,7.118034030310433,1.4848061482991344,0.5262569832402234,152,0.8491211572295331,481288.0
"['B1, E1, G2, K3', 'C1, P2, G1, M3, A3']","[40, 10]","[3700.0, 41661]","[12.87995878413189, 519.2107995846313]","[9.704251386321626, 40]",1790,1732,0,58,2035,0.5644864783282172,6.768022615323694,6.8936535645818005,1.485570682350894,0.7810055865921788,167,0.9267756939738959,564610.0
"['B1, E1, G2, K3', 'C1, P2, G1, M3, A3']","[40, 12]","[3700.0, 41661]","[12.87995878413189, 519.2107995846313]","[9.704251386321626, 40]",1790,1732,0,58,2035,0.1449190706661866,4.998969475712904,6.769387439325077,1.485570682350894,0.9106145251396648,174,0.9641464145375845,647932.0
"['B1, E1, G2, K3', 'C1, P2, G1, M3, A3']","[40, 14]","[3700.0, 41661]","[12.87995878413189, 519.2107995846313]","[9.704251386321626, 40]",1790,1732,0,58,2035,0.04738796286798561,2.6219278584999373,6.618949554271713,1.485570682350894,0.9441340782122905,176,0.9738676616830346,731254.0
"['B1, E1, G2, K3', 'C1, P2, G1, M3, A3']","[40, 16]","[3700.0, 41661]","[12.87995878413189, 519.2107995846313]","[9.704251386321626, 40]",1790,1732,0,58,2035,0.005974320856852275,1.0067848686441394,6.545825737380904,1.485570682350894,0.9670391061452513,175,0.9792388664133138,814576.0
"['B1, E1, G2, K3', 'C1, P2, G1, M3, A3']","[40, 18]","[3700.0, 41661]","[12.87995878413189, 519.2107995846313]","[9.704251386321626, 40]",1790,1732,0,58,2035,0.0029854589579031716,0.6785440965705902,6.412913620449209,1.485570682350894,0.9675977653631285,177,0.9803889922344293,897898.0
"['B1, E1, G2, K3', 'C1, P2, G1, M3, A3']","[40, 20]","[3700.0, 41661]","[12.87995878413189, 519.2107995846313]","[9.704251386321626, 40]",1790,1732,0,58,2035,0.00041715576969985165,0.3453603402304495,6.295677143181479,1.485570682350894,0.9675977653631285,176,0.9798979812955881,981220.0
